"Day ","Items ","Note ","Amount "
"88","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 15427","156"
"88","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 15433","11"
"88","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 15439","332"
"88","Rental Expense","Cash Payment - Rental - New York","4020"
"88","Rental Expense","Cash Payment - Rental - Detroit","1500"
"88","Rental Expense","Cash Payment - Rental - Miami","1800"
"88","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"87","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"87","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"87","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"87","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"87","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"87","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"87","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"87","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","800"
"87","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","800"
"87","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","800"
"87","Salary Expense","Cash Payment - Salary Expense","22638"
"87","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 15090","109"
"87","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 15173","189"
"87","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 15244","323"
"87","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 15252","79"
"87","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 15258","105"
"87","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 15259","385"
"87","Rental Expense","Cash Payment - Rental - New York","4020"
"87","Rental Expense","Cash Payment - Rental - Detroit","1500"
"87","Rental Expense","Cash Payment - Rental - Miami","1800"
"87","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"86","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"86","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"86","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"86","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"86","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"86","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"86","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"86","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","800"
"86","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","800"
"86","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","800"
"86","Salary Expense","Cash Payment - Salary Expense","22638"
"86","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 14892","251"
"86","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 15079","209"
"86","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 15082","299"
"86","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 15086","207"
"86","Rental Expense","Cash Payment - Rental - New York","4020"
"86","Rental Expense","Cash Payment - Rental - Detroit","1500"
"86","Rental Expense","Cash Payment - Rental - Miami","1800"
"86","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"85","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"85","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"85","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"85","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"85","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"85","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"85","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"85","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","800"
"85","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","800"
"85","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","800"
"85","Salary Expense","Cash Payment - Salary Expense","22638"
"85","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 14709","293"
"85","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 14873","153"
"85","Rental Expense","Cash Payment - Rental - New York","4020"
"85","Rental Expense","Cash Payment - Rental - Detroit","1500"
"85","Rental Expense","Cash Payment - Rental - Miami","1800"
"85","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"84","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"84","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"84","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"84","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"84","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"84","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"84","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"84","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","800"
"84","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","800"
"84","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","800"
"84","Salary Expense","Cash Payment - Salary Expense","22579"
"84","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 14517","205"
"84","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 14660","130"
"84","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 14677","152"
"84","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 14679","94"
"84","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 14700","163"
"84","Rental Expense","Cash Payment - Rental - New York","4020"
"84","Rental Expense","Cash Payment - Rental - Detroit","1500"
"84","Rental Expense","Cash Payment - Rental - Miami","1800"
"84","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"83","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"83","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"83","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"83","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"83","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"83","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"83","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"83","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","800"
"83","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","800"
"83","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","800"
"83","Salary Expense","Cash Payment - Salary Expense","22554"
"83","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 14491","63"
"83","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 14504","342"
"83","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 14514","108"
"83","Rental Expense","Cash Payment - Rental - New York","4020"
"83","Rental Expense","Cash Payment - Rental - Detroit","1500"
"83","Rental Expense","Cash Payment - Rental - Miami","1800"
"83","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"82","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"82","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"82","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"82","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"82","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"82","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"82","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"82","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","800"
"82","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","800"
"82","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","800"
"82","Salary Expense","Cash Payment - Salary Expense","22554"
"82","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 14233","15"
"82","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 14307","85"
"82","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 14315","121"
"82","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 14323","73"
"82","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 14337","163"
"82","Rental Expense","Cash Payment - Rental - New York","4020"
"82","Rental Expense","Cash Payment - Rental - Detroit","1500"
"82","Rental Expense","Cash Payment - Rental - Miami","1800"
"82","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"81","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"81","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"81","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"81","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"81","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"81","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"81","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"81","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"81","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","800"
"81","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","800"
"81","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","800"
"81","Salary Expense","Cash Payment - Salary Expense","22343"
"81","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 14010","114"
"81","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 14113","9"
"81","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 14120","10"
"81","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 14131","18"
"81","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 14141","8"
"81","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 330","15000"
"81","Rental Expense","Cash Payment - Rental - New York","4020"
"81","Rental Expense","Cash Payment - Rental - Detroit","1500"
"81","Rental Expense","Cash Payment - Rental - Miami","1800"
"81","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"80","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"80","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"80","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"80","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"80","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"80","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"80","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"80","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","800"
"80","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","800"
"80","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","800"
"80","Salary Expense","Cash Payment - Salary Expense","21218"
"80","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 13777","113"
"80","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 13935","69"
"80","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 13943","106"
"80","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 13953","69"
"80","Rental Expense","Cash Payment - Rental - New York","4020"
"80","Rental Expense","Cash Payment - Rental - Detroit","1500"
"80","Rental Expense","Cash Payment - Rental - Miami","1800"
"80","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"79","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"79","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"79","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"79","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"79","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"79","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"79","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","800"
"79","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","800"
"79","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","800"
"79","Salary Expense","Cash Payment - Salary Expense","21664"
"79","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 13758","127"
"79","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 13765","149"
"79","Rental Expense","Cash Payment - Rental - New York","4020"
"79","Rental Expense","Cash Payment - Rental - Detroit","1500"
"79","Rental Expense","Cash Payment - Rental - Miami","1800"
"79","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"78","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"78","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"78","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"78","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"78","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"78","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"78","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","800"
"78","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","800"
"78","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","800"
"78","Salary Expense","Cash Payment - Salary Expense","21664"
"78","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 13563","144"
"78","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 13571","108"
"78","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 13583","120"
"78","Rental Expense","Cash Payment - Rental - New York","4020"
"78","Rental Expense","Cash Payment - Rental - Detroit","1500"
"78","Rental Expense","Cash Payment - Rental - Miami","1800"
"78","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"77","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"77","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"77","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"77","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"77","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"77","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"77","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","800"
"77","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","800"
"77","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","800"
"77","Salary Expense","Cash Payment - Salary Expense","21642"
"77","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 13222","171"
"77","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 13382","275"
"77","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 13397","280"
"77","Rental Expense","Cash Payment - Rental - New York","4020"
"77","Rental Expense","Cash Payment - Rental - Detroit","1500"
"77","Rental Expense","Cash Payment - Rental - Miami","1800"
"77","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"76","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"76","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"76","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"76","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"76","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"76","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"76","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","800"
"76","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","800"
"76","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","800"
"76","Salary Expense","Cash Payment - Salary Expense","21642"
"76","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 13006","175"
"76","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 13016","279"
"76","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 13186","319"
"76","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","450"
"76","Rental Expense","Cash Payment - Rental - New York","4020"
"76","Rental Expense","Cash Payment - Rental - Detroit","1500"
"76","Rental Expense","Cash Payment - Rental - Miami","1800"
"76","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"75","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"75","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"75","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"75","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"75","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"75","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"75","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"75","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","800"
"75","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","800"
"75","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","800"
"75","Salary Expense","Cash Payment - Salary Expense","21642"
"75","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12948","100"
"75","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12988","259"
"75","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12996","208"
"75","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","750"
"75","Rental Expense","Cash Payment - Rental - New York","4020"
"75","Rental Expense","Cash Payment - Rental - Detroit","1500"
"75","Rental Expense","Cash Payment - Rental - Miami","1800"
"75","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"74","Human Resource Expense","Counselled","2000"
"74","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"74","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"74","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"74","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"74","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"74","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"74","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"74","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","800"
"74","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","800"
"74","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","800"
"74","Salary Expense","Cash Payment - Salary Expense","21744"
"74","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12797","13"
"74","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12810","92"
"74","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12821","103"
"74","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 330","15000"
"74","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","1125"
"74","Rental Expense","Cash Payment - Rental - New York","4020"
"74","Rental Expense","Cash Payment - Rental - Detroit","1500"
"74","Rental Expense","Cash Payment - Rental - Miami","1800"
"74","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"73","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"73","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"73","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"73","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"73","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"73","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"73","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"73","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","800"
"73","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","800"
"73","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","800"
"73","Salary Expense","Cash Payment - Salary Expense","22167"
"73","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12449","115"
"73","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12615","10"
"73","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12623","14"
"73","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","1650"
"73","Rental Expense","Cash Payment - Rental - New York","4020"
"73","Rental Expense","Cash Payment - Rental - Detroit","1500"
"73","Rental Expense","Cash Payment - Rental - Miami","1800"
"73","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"72","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"72","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"72","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"72","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"72","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"72","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"72","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"72","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"72","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"72","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"72","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","800"
"72","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","800"
"72","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","800"
"72","Salary Expense","Cash Payment - Salary Expense","22146"
"72","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12394","73"
"72","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12417","111"
"72","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12430","243"
"72","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12438","270"
"72","Rental Expense","Cash Payment - Rental - New York","4020"
"72","Rental Expense","Cash Payment - Rental - Detroit","1500"
"72","Rental Expense","Cash Payment - Rental - Miami","1800"
"72","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"71","Human Resource Expense","Staff Transfer","15000"
"71","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"71","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"71","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"71","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"71","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"71","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"71","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"71","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","800"
"71","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","800"
"71","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","800"
"71","Salary Expense","Cash Payment - Salary Expense","20803"
"71","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12212","157"
"71","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12214","115"
"71","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12225","223"
"71","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12240","118"
"71","Rental Expense","Cash Payment - Rental - New York","4020"
"71","Rental Expense","Cash Payment - Rental - Detroit","1500"
"71","Rental Expense","Cash Payment - Rental - Miami","1800"
"71","Rental Expense","Cash Payment - Rental - Los Angeles","1620"
"70","Human Resource Expense","Staff Transfer","15000"
"70","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"70","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"70","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"70","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"70","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"70","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"70","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
